Store_ID,Product_ID,Date,Supply_Alert,Occurrences
S001,P0016,2022-02-21,⚠️ Order But No Refill,1838
S003,P0016,2022-02-21,⚠️ Order But No Refill,1838
S005,P0016,2022-02-21,⚠️ Order But No Refill,1838
S003,P0016,2022-02-22,⚠️ Order But No Refill,1838
S004,P0016,2022-02-22,⚠️ Order But No Refill,1838
S001,P0016,2022-02-23,⚠️ Order But No Refill,1838
S005,P0016,2022-02-23,⚠️ Order But No Refill,1838
S002,P0016,2022-02-24,⚠️ Order But No Refill,1838
S004,P0016,2022-02-24,⚠️ Order But No Refill,1838
S001,P0016,2022-02-25,⚠️ Order But No Refill,1838
S002,P0016,2022-02-25,⚠️ Order But No Refill,1838
S005,P0016,2022-02-25,⚠️ Order But No Refill,1838
S001,P0016,2022-02-26,⚠️ Order But No Refill,1838
S004,P0016,2022-02-26,⚠️ Order But No Refill,1838
S005,P0016,2022-02-27,⚠️ Order But No Refill,1838
S002,P0016,2022-02-28,⚠️ Order But No Refill,1838
S003,P0016,2022-02-28,⚠️ Order But No Refill,1838
S004,P0016,2022-02-28,⚠️ Order But No Refill,1838
S003,P0016,2022-03-01,⚠️ Order But No Refill,1838
S004,P0016,2022-03-01,⚠️ Order But No Refill,1838
S005,P0016,2022-03-01,⚠️ Order But No Refill,1838
S001,P0016,2022-03-02,⚠️ Order But No Refill,1838
S005,P0016,2022-03-02,⚠️ Order But No Refill,1838
S002,P0016,2022-03-03,⚠️ Order But No Refill,1838
S003,P0016,2022-03-03,⚠️ Order But No Refill,1838
S004,P0016,2022-03-03,⚠️ Order But No Refill,1838
S001,P0016,2022-03-04,⚠️ Order But No Refill,1838
S003,P0016,2022-03-04,⚠️ Order But No Refill,1838
S001,P0016,2022-03-05,⚠️ Order But No Refill,1838
S003,P0016,2022-03-05,⚠️ Order But No Refill,1838
S002,P0016,2022-03-07,⚠️ Order But No Refill,1838
S004,P0016,2022-03-07,⚠️ Order But No Refill,1838
S005,P0016,2022-03-07,⚠️ Order But No Refill,1838
S002,P0016,2022-03-08,⚠️ Order But No Refill,1838
S003,P0016,2022-03-08,⚠️ Order But No Refill,1838
S004,P0016,2022-03-08,⚠️ Order But No Refill,1838
S001,P0016,2022-03-09,⚠️ Order But No Refill,1838
S003,P0016,2022-03-09,⚠️ Order But No Refill,1838
S005,P0016,2022-03-09,⚠️ Order But No Refill,1838
S001,P0016,2022-03-10,⚠️ Order But No Refill,1838
S002,P0016,2022-03-10,⚠️ Order But No Refill,1838
S004,P0016,2022-03-10,⚠️ Order But No Refill,1838
S005,P0016,2022-03-10,⚠️ Order But No Refill,1838
S002,P0016,2022-03-11,⚠️ Order But No Refill,1838
S004,P0016,2022-03-11,⚠️ Order But No Refill,1838
S001,P0016,2022-03-12,⚠️ Order But No Refill,1838
S002,P0016,2022-03-12,⚠️ Order But No Refill,1838
S003,P0016,2022-03-12,⚠️ Order But No Refill,1838
S005,P0016,2022-03-12,⚠️ Order But No Refill,1838
S003,P0016,2022-03-13,⚠️ Order But No Refill,1838
S004,P0016,2022-03-13,⚠️ Order But No Refill,1838
S001,P0016,2022-03-14,⚠️ Order But No Refill,1838
S005,P0016,2022-03-14,⚠️ Order But No Refill,1838
S002,P0016,2022-03-15,⚠️ Order But No Refill,1838
S003,P0016,2022-03-15,⚠️ Order But No Refill,1838
S004,P0016,2022-03-15,⚠️ Order But No Refill,1838
S001,P0016,2022-03-16,⚠️ Order But No Refill,1838
S005,P0016,2022-03-16,⚠️ Order But No Refill,1838
S004,P0016,2022-03-17,⚠️ Order But No Refill,1838
S005,P0016,2022-03-17,⚠️ Order But No Refill,1838
S001,P0016,2022-03-18,⚠️ Order But No Refill,1838
S002,P0016,2022-03-18,⚠️ Order But No Refill,1838
S005,P0016,2022-03-18,⚠️ Order But No Refill,1838
S003,P0016,2022-03-19,⚠️ Order But No Refill,1838
S001,P0016,2022-03-20,⚠️ Order But No Refill,1838
S002,P0016,2022-03-20,⚠️ Order But No Refill,1838
S004,P0016,2022-03-20,⚠️ Order But No Refill,1838
S001,P0016,2022-03-21,⚠️ Order But No Refill,1838
S003,P0016,2022-03-21,⚠️ Order But No Refill,1838
S005,P0016,2022-03-21,⚠️ Order But No Refill,1838
S001,P0016,2022-03-22,⚠️ Order But No Refill,1838
S003,P0016,2022-03-22,⚠️ Order But No Refill,1838
S004,P0016,2022-03-22,⚠️ Order But No Refill,1838
S002,P0016,2022-03-23,⚠️ Order But No Refill,1838
S003,P0016,2022-03-23,⚠️ Order But No Refill,1838
S004,P0016,2022-03-23,⚠️ Order But No Refill,1838
S005,P0016,2022-03-23,⚠️ Order But No Refill,1838
S003,P0016,2022-03-24,⚠️ Order But No Refill,1838
S001,P0016,2022-03-26,⚠️ Order But No Refill,1838
S002,P0016,2022-03-26,⚠️ Order But No Refill,1838
S004,P0016,2022-03-26,⚠️ Order But No Refill,1838
S005,P0016,2022-03-26,⚠️ Order But No Refill,1838
S002,P0016,2022-03-27,⚠️ Order But No Refill,1838
S003,P0016,2022-03-27,⚠️ Order But No Refill,1838
S005,P0016,2022-03-27,⚠️ Order But No Refill,1838
S003,P0016,2022-03-28,⚠️ Order But No Refill,1838
S004,P0016,2022-03-28,⚠️ Order But No Refill,1838
S001,P0016,2022-03-29,⚠️ Order But No Refill,1838
S004,P0016,2022-03-29,⚠️ Order But No Refill,1838
S002,P0016,2022-03-30,⚠️ Order But No Refill,1838
S003,P0016,2022-03-30,⚠️ Order But No Refill,1838
S001,P0016,2022-03-31,⚠️ Order But No Refill,1838
S002,P0016,2022-03-31,⚠️ Order But No Refill,1838
S004,P0016,2022-03-31,⚠️ Order But No Refill,1838
S003,P0016,2022-04-01,⚠️ Order But No Refill,1838
S005,P0016,2022-04-01,⚠️ Order But No Refill,1838
S005,P0016,2022-04-02,⚠️ Order But No Refill,1838
S001,P0016,2022-04-03,⚠️ Order But No Refill,1838
S002,P0016,2022-04-03,⚠️ Order But No Refill,1838
S003,P0016,2022-04-03,⚠️ Order But No Refill,1838
S004,P0016,2022-04-03,⚠️ Order But No Refill,1838
S002,P0016,2022-04-04,⚠️ Order But No Refill,1838
S003,P0016,2022-04-05,⚠️ Order But No Refill,1838
S004,P0016,2022-04-05,⚠️ Order But No Refill,1838
S005,P0016,2022-04-05,⚠️ Order But No Refill,1838
S001,P0016,2022-04-06,⚠️ Order But No Refill,1838
S003,P0016,2022-04-06,⚠️ Order But No Refill,1838
S004,P0016,2022-04-07,⚠️ Order But No Refill,1838
S005,P0016,2022-04-07,⚠️ Order But No Refill,1838
S001,P0016,2022-04-08,⚠️ Order But No Refill,1838
S002,P0016,2022-04-08,⚠️ Order But No Refill,1838
S004,P0016,2022-04-08,⚠️ Order But No Refill,1838
S003,P0016,2022-04-09,⚠️ Order But No Refill,1838
S004,P0016,2022-04-09,⚠️ Order But No Refill,1838
S005,P0016,2022-04-10,⚠️ Order But No Refill,1838
S001,P0016,2022-04-11,⚠️ Order But No Refill,1838
S004,P0016,2022-04-11,⚠️ Order But No Refill,1838
S005,P0016,2022-04-11,⚠️ Order But No Refill,1838
S002,P0016,2022-04-12,⚠️ Order But No Refill,1838
S003,P0016,2022-04-12,⚠️ Order But No Refill,1838
S001,P0016,2022-04-13,⚠️ Order But No Refill,1838
S002,P0016,2022-04-14,⚠️ Order But No Refill,1838
S003,P0016,2022-04-14,⚠️ Order But No Refill,1838
S004,P0016,2022-04-14,⚠️ Order But No Refill,1838
S001,P0016,2022-04-15,⚠️ Order But No Refill,1838
S003,P0016,2022-04-15,⚠️ Order But No Refill,1838
S004,P0016,2022-04-15,⚠️ Order But No Refill,1838
S005,P0016,2022-04-15,⚠️ Order But No Refill,1838
S001,P0016,2022-04-16,⚠️ Order But No Refill,1838
S003,P0016,2022-04-16,⚠️ Order But No Refill,1838
S002,P0016,2022-04-17,⚠️ Order But No Refill,1838
S005,P0016,2022-04-17,⚠️ Order But No Refill,1838
S001,P0016,2022-04-18,⚠️ Order But No Refill,1838
S004,P0016,2022-04-18,⚠️ Order But No Refill,1838
S002,P0016,2022-04-19,⚠️ Order But No Refill,1838
S005,P0016,2022-04-19,⚠️ Order But No Refill,1838
S001,P0016,2022-04-20,⚠️ Order But No Refill,1838
S002,P0016,2022-04-20,⚠️ Order But No Refill,1838
S003,P0016,2022-04-20,⚠️ Order But No Refill,1838
S004,P0016,2022-04-20,⚠️ Order But No Refill,1838
S002,P0016,2022-04-21,⚠️ Order But No Refill,1838
S003,P0016,2022-04-21,⚠️ Order But No Refill,1838
S005,P0016,2022-04-21,⚠️ Order But No Refill,1838
S003,P0016,2022-04-22,⚠️ Order But No Refill,1838
S004,P0016,2022-04-22,⚠️ Order But No Refill,1838
S005,P0016,2022-04-22,⚠️ Order But No Refill,1838
S001,P0016,2022-04-23,⚠️ Order But No Refill,1838
S002,P0016,2022-04-23,⚠️ Order But No Refill,1838
S003,P0016,2022-04-24,⚠️ Order But No Refill,1838
S004,P0016,2022-04-24,⚠️ Order But No Refill,1838
S005,P0016,2022-04-24,⚠️ Order But No Refill,1838
S001,P0016,2022-04-25,⚠️ Order But No Refill,1838
S002,P0016,2022-04-26,⚠️ Order But No Refill,1838
S003,P0016,2022-04-26,⚠️ Order But No Refill,1838
S004,P0016,2022-04-26,⚠️ Order But No Refill,1838
S001,P0016,2022-04-27,⚠️ Order But No Refill,1838
S002,P0016,2022-04-28,⚠️ Order But No Refill,1838
S003,P0016,2022-04-28,⚠️ Order But No Refill,1838
S004,P0016,2022-04-28,⚠️ Order But No Refill,1838
S005,P0016,2022-04-28,⚠️ Order But No Refill,1838
S001,P0016,2022-04-29,⚠️ Order But No Refill,1838
S003,P0016,2022-04-29,⚠️ Order But No Refill,1838
S005,P0016,2022-04-29,⚠️ Order But No Refill,1838
S005,P0016,2022-04-30,⚠️ Order But No Refill,1838
S002,P0016,2022-05-01,⚠️ Order But No Refill,1838
S003,P0016,2022-05-01,⚠️ Order But No Refill,1838
S004,P0016,2022-05-01,⚠️ Order But No Refill,1838
S002,P0016,2022-05-02,⚠️ Order But No Refill,1838
S003,P0016,2022-05-02,⚠️ Order But No Refill,1838
S004,P0016,2022-05-02,⚠️ Order But No Refill,1838
S001,P0016,2022-05-03,⚠️ Order But No Refill,1838
S005,P0016,2022-05-03,⚠️ Order But No Refill,1838
S002,P0016,2022-05-04,⚠️ Order But No Refill,1838
S004,P0016,2022-05-04,⚠️ Order But No Refill,1838
S001,P0016,2022-05-05,⚠️ Order But No Refill,1838
S004,P0016,2022-05-05,⚠️ Order But No Refill,1838
S003,P0016,2022-05-06,⚠️ Order But No Refill,1838
S004,P0016,2022-05-06,⚠️ Order But No Refill,1838
S002,P0016,2022-05-07,⚠️ Order But No Refill,1838
S003,P0016,2022-05-07,⚠️ Order But No Refill,1838
S004,P0016,2022-05-07,⚠️ Order But No Refill,1838
S005,P0016,2022-05-07,⚠️ Order But No Refill,1838
S001,P0016,2022-05-08,⚠️ Order But No Refill,1838
S003,P0016,2022-05-08,⚠️ Order But No Refill,1838
S001,P0016,2022-05-09,⚠️ Order But No Refill,1838
S002,P0016,2022-05-09,⚠️ Order But No Refill,1838
S001,P0016,2022-05-10,⚠️ Order But No Refill,1838
S003,P0016,2022-05-10,⚠️ Order But No Refill,1838
S005,P0016,2022-05-10,⚠️ Order But No Refill,1838
S001,P0016,2022-05-11,⚠️ Order But No Refill,1838
S003,P0016,2022-05-11,⚠️ Order But No Refill,1838
S004,P0016,2022-05-11,⚠️ Order But No Refill,1838
S005,P0016,2022-05-11,⚠️ Order But No Refill,1838
S002,P0016,2022-05-12,⚠️ Order But No Refill,1838
S004,P0016,2022-05-12,⚠️ Order But No Refill,1838
S002,P0016,2022-05-13,⚠️ Order But No Refill,1838
S003,P0016,2022-05-14,⚠️ Order But No Refill,1838
S004,P0016,2022-05-14,⚠️ Order But No Refill,1838
S005,P0016,2022-05-14,⚠️ Order But No Refill,1838
S001,P0016,2022-05-15,⚠️ Order But No Refill,1838
S002,P0016,2022-05-15,⚠️ Order But No Refill,1838
S004,P0016,2022-05-15,⚠️ Order But No Refill,1838
S001,P0016,2022-05-16,⚠️ Order But No Refill,1838
S002,P0016,2022-05-16,⚠️ Order But No Refill,1838
S003,P0016,2022-05-16,⚠️ Order But No Refill,1838
S004,P0016,2022-05-16,⚠️ Order But No Refill,1838
S002,P0016,2022-05-17,⚠️ Order But No Refill,1838
S004,P0016,2022-05-17,⚠️ Order But No Refill,1838
S005,P0016,2022-05-17,⚠️ Order But No Refill,1838
S003,P0016,2022-05-18,⚠️ Order But No Refill,1838
S001,P0016,2022-05-19,⚠️ Order But No Refill,1838
S002,P0016,2022-05-19,⚠️ Order But No Refill,1838
S003,P0016,2022-05-19,⚠️ Order But No Refill,1838
S004,P0016,2022-05-19,⚠️ Order But No Refill,1838
S005,P0016,2022-05-19,⚠️ Order But No Refill,1838
S001,P0016,2022-05-20,⚠️ Order But No Refill,1838
S005,P0016,2022-05-20,⚠️ Order But No Refill,1838
S001,P0016,2022-05-21,⚠️ Order But No Refill,1838
S003,P0016,2022-05-22,⚠️ Order But No Refill,1838
S004,P0016,2022-05-22,⚠️ Order But No Refill,1838
S001,P0016,2022-05-23,⚠️ Order But No Refill,1838
S002,P0016,2022-05-23,⚠️ Order But No Refill,1838
S004,P0016,2022-05-23,⚠️ Order But No Refill,1838
S001,P0016,2022-05-24,⚠️ Order But No Refill,1838
S002,P0016,2022-05-24,⚠️ Order But No Refill,1838
S003,P0016,2022-05-24,⚠️ Order But No Refill,1838
S005,P0016,2022-05-24,⚠️ Order But No Refill,1838
S002,P0016,2022-05-25,⚠️ Order But No Refill,1838
S003,P0016,2022-05-25,⚠️ Order But No Refill,1838
S004,P0016,2022-05-25,⚠️ Order But No Refill,1838
S005,P0016,2022-05-25,⚠️ Order But No Refill,1838
S001,P0016,2022-05-26,⚠️ Order But No Refill,1838
S002,P0016,2022-05-26,⚠️ Order But No Refill,1838
S004,P0016,2022-05-26,⚠️ Order But No Refill,1838
S002,P0016,2022-05-27,⚠️ Order But No Refill,1838
S003,P0016,2022-05-27,⚠️ Order But No Refill,1838
S001,P0016,2022-05-28,⚠️ Order But No Refill,1838
S004,P0016,2022-05-28,⚠️ Order But No Refill,1838
S003,P0016,2022-05-29,⚠️ Order But No Refill,1838
S005,P0016,2022-05-29,⚠️ Order But No Refill,1838
S001,P0016,2022-05-30,⚠️ Order But No Refill,1838
S002,P0016,2022-05-30,⚠️ Order But No Refill,1838
S002,P0016,2022-05-31,⚠️ Order But No Refill,1838
S004,P0016,2022-05-31,⚠️ Order But No Refill,1838
S001,P0016,2022-06-01,⚠️ Order But No Refill,1838
S002,P0016,2022-06-01,⚠️ Order But No Refill,1838
S004,P0016,2022-06-01,⚠️ Order But No Refill,1838
S005,P0016,2022-06-01,⚠️ Order But No Refill,1838
S001,P0016,2022-06-02,⚠️ Order But No Refill,1838
S003,P0016,2022-06-02,⚠️ Order But No Refill,1838
S004,P0016,2022-06-02,⚠️ Order But No Refill,1838
S005,P0016,2022-06-02,⚠️ Order But No Refill,1838
S002,P0016,2022-06-03,⚠️ Order But No Refill,1838
S003,P0016,2022-06-03,⚠️ Order But No Refill,1838
S004,P0016,2022-06-04,⚠️ Order But No Refill,1838
S001,P0016,2022-06-05,⚠️ Order But No Refill,1838
S002,P0016,2022-06-05,⚠️ Order But No Refill,1838
S003,P0016,2022-06-05,⚠️ Order But No Refill,1838
S004,P0016,2022-06-05,⚠️ Order But No Refill,1838
S005,P0016,2022-06-05,⚠️ Order But No Refill,1838
S001,P0016,2022-06-06,⚠️ Order But No Refill,1838
S002,P0016,2022-06-07,⚠️ Order But No Refill,1838
S004,P0016,2022-06-07,⚠️ Order But No Refill,1838
S005,P0016,2022-06-07,⚠️ Order But No Refill,1838
S003,P0016,2022-06-08,⚠️ Order But No Refill,1838
S001,P0016,2022-06-09,⚠️ Order But No Refill,1838
S002,P0016,2022-06-09,⚠️ Order But No Refill,1838
S003,P0016,2022-06-09,⚠️ Order But No Refill,1838
S003,P0016,2022-06-10,⚠️ Order But No Refill,1838
S004,P0016,2022-06-10,⚠️ Order But No Refill,1838
S005,P0016,2022-06-10,⚠️ Order But No Refill,1838
S001,P0016,2022-06-11,⚠️ Order But No Refill,1838
S002,P0016,2022-06-11,⚠️ Order But No Refill,1838
S003,P0016,2022-06-11,⚠️ Order But No Refill,1838
S005,P0016,2022-06-11,⚠️ Order But No Refill,1838
S002,P0016,2022-06-12,⚠️ Order But No Refill,1838
S004,P0016,2022-06-13,⚠️ Order But No Refill,1838
S005,P0016,2022-06-13,⚠️ Order But No Refill,1838
S001,P0016,2022-06-14,⚠️ Order But No Refill,1838
S002,P0016,2022-06-14,⚠️ Order But No Refill,1838
S003,P0016,2022-06-14,⚠️ Order But No Refill,1838
S001,P0016,2022-06-15,⚠️ Order But No Refill,1838
S002,P0016,2022-06-15,⚠️ Order But No Refill,1838
S004,P0016,2022-06-15,⚠️ Order But No Refill,1838
S001,P0016,2022-06-16,⚠️ Order But No Refill,1838
S005,P0016,2022-06-16,⚠️ Order But No Refill,1838
S001,P0016,2022-06-17,⚠️ Order But No Refill,1838
S003,P0016,2022-06-17,⚠️ Order But No Refill,1838
S004,P0016,2022-06-17,⚠️ Order But No Refill,1838
S005,P0016,2022-06-17,⚠️ Order But No Refill,1838
S002,P0016,2022-06-18,⚠️ Order But No Refill,1838
S004,P0016,2022-06-18,⚠️ Order But No Refill,1838
S005,P0016,2022-06-18,⚠️ Order But No Refill,1838
S001,P0016,2022-06-19,⚠️ Order But No Refill,1838
S003,P0016,2022-06-19,⚠️ Order But No Refill,1838
S005,P0016,2022-06-19,⚠️ Order But No Refill,1838
S002,P0016,2022-06-20,⚠️ Order But No Refill,1838
S004,P0016,2022-06-20,⚠️ Order But No Refill,1838
S001,P0016,2022-06-21,⚠️ Order But No Refill,1838
S003,P0016,2022-06-21,⚠️ Order But No Refill,1838
S005,P0016,2022-06-21,⚠️ Order But No Refill,1838
S001,P0016,2022-06-23,⚠️ Order But No Refill,1838
S002,P0016,2022-06-23,⚠️ Order But No Refill,1838
S003,P0016,2022-06-23,⚠️ Order But No Refill,1838
S004,P0016,2022-06-23,⚠️ Order But No Refill,1838
S005,P0016,2022-06-23,⚠️ Order But No Refill,1838
S001,P0016,2022-06-24,⚠️ Order But No Refill,1838
S002,P0016,2022-06-24,⚠️ Order But No Refill,1838
S003,P0016,2022-06-24,⚠️ Order But No Refill,1838
S002,P0016,2022-06-25,⚠️ Order But No Refill,1838
S004,P0016,2022-06-25,⚠️ Order But No Refill,1838
S001,P0016,2022-06-26,⚠️ Order But No Refill,1838
S005,P0016,2022-06-27,⚠️ Order But No Refill,1838
S001,P0016,2022-06-28,⚠️ Order But No Refill,1838
S003,P0016,2022-06-28,⚠️ Order But No Refill,1838
S004,P0016,2022-06-28,⚠️ Order But No Refill,1838
S005,P0016,2022-06-28,⚠️ Order But No Refill,1838
S001,P0016,2022-06-29,⚠️ Order But No Refill,1838
S002,P0016,2022-06-29,⚠️ Order But No Refill,1838
S004,P0016,2022-06-29,⚠️ Order But No Refill,1838
S001,P0016,2022-07-01,⚠️ Order But No Refill,1838
S002,P0016,2022-07-01,⚠️ Order But No Refill,1838
S003,P0016,2022-07-01,⚠️ Order But No Refill,1838
S005,P0016,2022-07-01,⚠️ Order But No Refill,1838
S001,P0016,2022-07-02,⚠️ Order But No Refill,1838
S003,P0016,2022-07-02,⚠️ Order But No Refill,1838
S004,P0016,2022-07-02,⚠️ Order But No Refill,1838
S005,P0016,2022-07-02,⚠️ Order But No Refill,1838
S002,P0016,2022-07-03,⚠️ Order But No Refill,1838
S005,P0016,2022-07-03,⚠️ Order But No Refill,1838
S003,P0016,2022-07-04,⚠️ Order But No Refill,1838
S001,P0016,2022-07-05,⚠️ Order But No Refill,1838
S002,P0016,2022-07-05,⚠️ Order But No Refill,1838
S004,P0016,2022-07-05,⚠️ Order But No Refill,1838
